arrival_city,date,people,num_people
Barcelona,2024-02-13,"['Alexis Hernandez', 'Angel Hodge', 'Arjun Crosby', 'Chanel Barajas', 'Chasity Brennan', 'Cruz Ellison', 'Emiliano Wiley', 'Gillian Khan', 'Jamir Davenport']",9
Barcelona,2024-02-14,"['Alexis Hernandez', 'Angel Hodge', 'Arjun Crosby', 'Chanel Barajas', 'Chasity Brennan', 'Cruz Ellison', 'Emiliano Wiley', 'Gillian Khan']",8
Barcelona,2024-02-15,"['Alexis Hernandez', 'Angel Hodge', 'Arjun Crosby', 'Chanel Barajas', 'Chasity Brennan', 'Cruz Ellison', 'Emiliano Wiley']",7
Barcelona,2024-02-16,"['Alexis Hernandez', 'Arjun Crosby', 'Chanel Barajas', 'Chasity Brennan', 'Cruz Ellison', 'Emiliano Wiley']",6
Barcelona,2024-02-17,"['Alexis Hernandez', 'Chanel Barajas', 'Chasity Brennan', 'Cruz Ellison', 'Hayley Hebert']",5
Barcelona,2024-02-18,"['Alexis Hernandez', 'Chanel Barajas', 'Chasity Brennan', 'Hayley Hebert']",4
Barcelona,2024-02-19,"['Alexis Hernandez', 'Alexzander Huerta', 'Chanel Barajas', 'Chasity Brennan', 'Geovanni Murphy', 'Hayley Hebert', 'Krista Mejia']",7
Barcelona,2024-02-20,"['Alexis Hernandez', 'Alexzander Huerta', 'Chasity Brennan', 'Daniella Mcneil', 'Geovanni Murphy', 'Hayley Hebert', 'Krista Mejia']",7
Barcelona,2024-02-21,"['Alexis Hernandez', 'Alexzander Huerta', 'Chasity Brennan', 'Daniella Mcneil', 'Geovanni Murphy', 'Hayley Hebert', 'Krista Mejia']",7
Barcelona,2024-02-22,"['Alexzander Huerta', 'Chasity Brennan', 'Daniella Mcneil', 'Geovanni Murphy', 'Hayley Hebert', 'Krista Mejia']",6
Barcelona,2024-02-23,"['Alexzander Huerta', 'Daniella Mcneil', 'Geovanni Murphy', 'Hayley Hebert', 'Krista Mejia']",5
Barcelona,2024-02-24,"['Alexzander Huerta', 'Daniella Mcneil', 'Geovanni Murphy', 'Krista Mejia']",4
Barcelona,2024-02-25,"['Daniella Mcneil', 'Geovanni Murphy', 'Humberto Brooks', 'Julianna Greer', 'Krista Mejia']",5
Barcelona,2024-02-26,"['Daniella Mcneil', 'Geovanni Murphy', 'Humberto Brooks', 'Julianna Greer', 'Krista Mejia']",5
Barcelona,2024-02-27,"['Geovanni Murphy', 'Humberto Brooks', 'Julianna Greer', 'Krista Mejia']",4
Barcelona,2024-02-28,"['Geovanni Murphy', 'Hugo Mayo', 'Humberto Brooks', 'Julianna Greer', 'Krista Mejia']",5
Barcelona,2024-02-29,"['Geovanni Murphy', 'Hugo Mayo', 'Humberto Brooks', 'Iyana Webster', 'Julianna Greer']",5
Barcelona,2024-03-01,"['Geovanni Murphy', 'Hugo Mayo', 'Humberto Brooks', 'Iyana Webster', 'Julianna Greer', 'Wesley Fischer']",6
Barcelona,2024-03-02,"['Alijah Bullock', 'Atticus Lutz', 'Geovanni Murphy', 'Hugo Mayo', 'Humberto Brooks', 'Iyana Webster', 'Juliana Gregory', 'Julianna Greer', 'Trenton Cobb', 'Wesley Fischer']",10
Barcelona,2024-03-03,"['Alijah Bullock', 'Atticus Lutz', 'Blaine Gilbert', 'Geovanni Murphy', 'Hugo Mayo', 'Iyana Webster', 'Juliana Gregory', 'Julianna Greer', 'Trenton Cobb', 'Wesley Fischer']",10
Barcelona,2024-03-04,"['Alijah Bullock', 'Atticus Lutz', 'Blaine Gilbert', 'Hugo Mayo', 'Juliana Gregory', 'Julianna Greer', 'Trenton Cobb', 'Wesley Fischer']",8
Barcelona,2024-03-05,"['Alijah Bullock', 'Atticus Lutz', 'Blaine Gilbert', 'Hugo Mayo', 'Isabela Ellison', 'Juliana Gregory', 'Julianna Greer', 'Trenton Cobb', 'Wesley Fischer']",9
Barcelona,2024-03-06,"['Alijah Bullock', 'Blaine Gilbert', 'Hugo Mayo', 'Isabela Ellison', 'Juliana Gregory', 'Julianna Greer', 'Rodney Cortez', 'Trenton Cobb', 'Wesley Fischer']",9
Barcelona,2024-03-07,"['Alijah Bullock', 'Blaine Gilbert', 'Hugo Mayo', 'Isabela Ellison', 'Juliana Gregory', 'Julianna Greer', 'Rodney Cortez', 'Wesley Fischer']",8
Barcelona,2024-03-08,"['Aaden Patterson', 'Alijah Bullock', 'Blaine Gilbert', 'Hugo Mayo', 'Isabela Ellison', 'Juliana Gregory', 'Julianna Greer', 'Marisol Cline', 'Rodney Cortez', 'Wesley Fischer']",10
Barcelona,2024-03-09,"['Aaden Patterson', 'Alijah Bullock', 'Blaine Gilbert', 'Isabela Ellison', 'Juliana Gregory', 'Kendrick Knox', 'Marisol Cline', 'Rodney Cortez', 'Wesley Fischer']",9
Barcelona,2024-03-10,"['Aaden Patterson', 'Alijah Bullock', 'Blaine Gilbert', 'Isabela Ellison', 'Juliana Gregory', 'Kendrick Knox', 'Marisol Cline', 'Rodney Cortez', 'Wesley Fischer']",9
Barcelona,2024-03-11,"['Aaden Patterson', 'Alijah Bullock', 'Blaine Gilbert', 'Isabela Ellison', 'Juliana Gregory', 'Kadence Morrison', 'Kendrick Knox', 'Marisol Cline', 'Rodney Cortez']",9
Barcelona,2024-03-12,"['Aaden Patterson', 'Alijah Bullock', 'Blaine Gilbert', 'Isabela Ellison', 'Juliana Gregory', 'Kadence Morrison', 'Kendrick Knox', 'Marisol Cline', 'Rodney Cortez']",9
Barcelona,2024-03-13,"['Aaden Patterson', 'Alijah Bullock', 'Isabela Ellison', 'Juliana Gregory', 'Kadence Morrison', 'Kendrick Knox', 'Marisol Cline', 'Rodney Cortez']",8
Barcelona,2024-03-14,"['Aaden Patterson', 'Alijah Bullock', 'Kadence Morrison', 'Kendrick Knox', 'Marisol Cline', 'Rodney Cortez']",6
Barcelona,2024-03-15,"['Aaden Patterson', 'Alijah Bullock', 'Kadence Morrison', 'Rodney Cortez']",4
Barcelona,2024-03-16,"['Aaden Patterson', 'Avah Joseph', 'Kadence Morrison', 'Rodney Cortez']",4
Barcelona,2024-03-17,"['Aaden Patterson', 'Ava Padilla', 'Avah Joseph', 'Kadence Morrison', 'Rodney Cortez']",5
Barcelona,2024-03-18,"['Ava Padilla', 'Avah Joseph', 'Ezekiel Kirk', 'Kadence Morrison', 'Rodney Cortez']",5
Barcelona,2024-03-19,"['Alana Saunders', 'Ava Padilla', 'Avah Joseph', 'Ezekiel Kirk', 'Harley Francis', 'Kadence Morrison', 'Rodney Cortez']",7
Barcelona,2024-03-20,"['Alana Saunders', 'Annalise Pineda', 'Ava Padilla', 'Avah Joseph', 'Ezekiel Kirk', 'Harley Francis', 'Kadence Morrison']",7
